0 1 0
1 0.995 -0.5
2 0.985025 -0.9975
3 0.970125 -1.49001
4 0.950374 -1.97507
5 0.925872 -2.45026
6 0.89674 -2.9132
7 0.863124 -3.36157
8 0.825193 -3.79313
9 0.783135 -4.20573
10 0.737162 -4.59729
11 0.687504 -4.96587
12 0.634407 -5.30963
13 0.578139 -5.62683
14 0.51898 -5.9159
15 0.457226 -6.17539
16 0.393186 -6.404
17 0.32718 -6.6006
18 0.259538 -6.76419
19 0.190599 -6.89396
20 0.120706 -6.98925
21 0.0502102 -7.04961
22 -0.020537 -7.07471
23 -0.0911814 -7.06444
24 -0.16137 -7.01885
25 -0.230752 -6.93817
26 -0.29898 -6.82279
27 -0.365713 -6.6733
28 -0.430617 -6.49045
29 -0.493368 -6.27514
30 -0.553653 -6.02845
31 -0.611169 -5.75163
32 -0.66563 -5.44604
33 -0.716762 -5.11323
34 -0.76431 -4.75485
35 -0.808037 -4.37269
36 -0.847724 -3.96867
37 -0.883172 -3.54481
38 -0.914204 -3.10322
39 -0.940666 -2.64612
40 -0.962424 -2.17579
41 -0.979369 -1.69458
42 -0.991418 -1.20489
43 -0.99851 -0.709184
44 -1.00061 -0.209929
45 -0.997706 0.290375
46 -0.989813 0.789228
47 -0.976972 1.28413
48 -0.959246 1.77262
49 -0.936723 2.25224
50 -0.909517 2.72061
51 -0.877764 3.17536
52 -0.841621 3.61425
53 -0.801271 4.03506
54 -0.756914 4.43569
55 -0.708772 4.81415
56 -0.657087 5.16853
57 -0.602116 5.49708
58 -0.544135 5.79814
59 -0.483433 6.0702
60 -0.420313 6.31192
61 -0.355093 6.52208
62 -0.288096 6.69962
63 -0.21966 6.84367
64 -0.150125 6.9535
65 -0.0798391 7.02856
66 -0.00915429 7.06848
67 0.0615763 7.07306
68 0.131999 7.04227
69 0.201762 6.97627
70 0.270516 6.87539
71 0.337917 6.74013
72 0.403629 6.57118
73 0.467322 6.36936
74 0.528679 6.1357
75 0.587393 5.87136
76 0.64317 5.57766
77 0.69573 5.25608
78 0.744813 4.90821
79 0.790171 4.53581
80 0.831578 4.14072
81 0.868827 3.72493
82 0.901732 3.29052
83 0.930129 2.83965
84 0.953875 2.37459
85 0.972851 1.89765
86 0.986964 1.41123
87 0.996141 0.917744
88 1.00034 0.419674
89 0.999533 -0.0804953
90 0.99373 -0.580262
91 0.982959 -1.07713
92 0.967273 -1.56861
93 0.94675 -2.05224
94 0.921494 -2.52562
95 0.891631 -2.98636
96 0.857309 -3.43218
97 0.8187 -3.86083
98 0.775999 -4.27018
99 0.729417 -4.65818
100 0.679188 -5.02289
101 0.625563 -5.36249
102 0.56881 -5.67527
103 0.509214 -5.95967
104 0.447071 -6.21428
105 0.382693 -6.43782
106 0.316401 -6.62916
107 0.248527 -6.78736
108 0.179411 -6.91163
109 0.109398 -7.00133
110 0.0388375 -7.05603
111 -0.031917 -7.07545
112 -0.102512 -7.05949
113 -0.172594 -7.00823
114 -0.241814 -6.92194
115 -0.309824 -6.80103
116 -0.376285 -6.64612
117 -0.440865 -6.45798
118 -0.50324 -6.23754
119 -0.5631 -5.98592
120 -0.620143 -5.70437
121 -0.674086 -5.3943
122 -0.724659 -5.05726
123 -0.771608 -4.69493
124 -0.814699 -4.30913
125 -0.853717 -3.90178
126 -0.888466 -3.47492
127 -0.918773 -3.03068
128 -0.944486 -2.5713
129 -0.965477 -2.09905
130 -0.98164 -1.61632
131 -0.992895 -1.1255
132 -0.999185 -0.629048
133 -1.00048 -0.129456
134 -0.996772 0.370784
135 -0.98808 0.86917
136 -0.974448 1.36321
137 -0.955944 1.85043
138 -0.93266 2.32841
139 -0.904712 2.79474
140 -0.872242 3.24709
141 -0.835409 3.68321
142 -0.7944 4.10092
143 -0.749419 4.49812
144 -0.700691 4.87283
145 -0.648459 5.22317
